x real,x imaginaire,y real,y imaginaire
-20.0,-20.0,0.0,800.0
-20.0,-19.8,7.9599999999999795,792.0
-20.0,-19.6,15.839999999999918,784.0
-20.0,-19.4,23.640000000000043,776.0
-20.0,-19.2,31.360000000000014,768.0
...,...,...,...
20.0,18.6,54.039999999999964,744.0
20.0,18.8,46.559999999999945,752.0
20.0,19.0,39.0,760.0
20.0,19.2,31.360000000000014,768.0
20.0,19.4,23.640000000000043,776.0
20.0,19.6,15.839999999999918,784.0
20.0,19.8,7.9599999999999795,792.0
20.0,20.0,0.0,800.0
